20260612,保利外滩启PARK77,135500,1360-1841(万/套)
20260612,虹桥灿耀星城,63000,440-553(万/套)
20260612,中国铁建·熙语,42000,315-530(万/套)
20260612,华发海上都荟,43000,410-430(万/套)
20260612,宝华紫薇星城,30700,220.5-385.5(万/套)
20260612,招商象屿星耀翠湾,47000,356-550(万/套)
20260612,上海海宸,115985,1169-2783.5(万/套)
20260612,四季隐秀,64000,865-1040(万/套)
20260612,大宁揽翠艺墅,115000,3550(万/套)
20260612,上海长滩,57481,418-1705(万/套)
20260612,长城逸府,21579,195-249(万/套)
20260612,上海高尔夫社区汤泉美地城,19500,185-280(万/套)
20260612,明园叠翠苑,105000,2772-3139.5(万/套)
20260612,品尊国际,120000,1640.5-2538.5(万/套)
20260612,上尚缘,57300,469.369(万/套)
20260612,中鹰黑森林,160000,3815-4950(万/套)
20260612,御品园林,129602,4350(万/套)
20260612,苏河融景,118000,1135-1935(万/套)
20260612,御岛财富,30000,425.5-897.5(万/套)
20260612,汇贤阁(别墅),70000,6069.5-6250(万/套)
