20241005,南山区,大学城,整租·塘朗城广场东区,3室2厅,114.02平米,8500
20241005,南山区,大学城,整租·塘朗城广场东区,4室2厅,140.86平米,10300
20241005,南山区,大学城,独栋·华润置地·有巢公寓,万科云城店,35.00平米,2990-3100
20241005,南山区,大学城,整租·京基御景峯,3室2厅,115.76平米,10000
20241005,南山区,大学城,独栋·华润置地·有巢公寓,万科云城店,6间在租,2600
20241005,南山区,大学城,整租·桑泰丹华一期,4室2厅,110.44平米,10000
20241005,南山区,大学城,整租·南国丽城,2室2厅,77.00平米,7800
20241005,南山区,大学城,独栋·华润置地·有巢公寓,留仙洞店,34.00-35.00平米,2972-3075
20241005,南山区,大学城,整租·深铁阅山境花园,3室2厅,100.00平米,9000
20241005,南山区,大学城,独栋·华润置地·有巢公寓,万科云城二店,33.00平米,2711-2819
20241005,南山区,大学城,整租·京基御景峯,3室2厅,90.00平米,7500
20241005,南山区,大学城,整租·金众麒麟公馆,2室2厅,108.00平米,10800
20241005,南山区,大学城,独栋·华润置地·有巢公寓,西丽店,36.00平米,2830-3000
20241005,南山区,大学城,整租·西湖林语,4室2厅,120.00平米,9800
20241005,南山区,大学城,独栋·华润置地·有巢公寓,西丽店,23.00平米,2350-2407
20241005,南山区,大学城,合租·南国丽城,5居室,20.00平米,2800
20241005,南山区,大学城,独栋·华润置地·有巢公寓,留仙洞店,35.00-38.00平米,2798-2904
20241005,南山区,大学城,整租·宝能城,4室2厅,92.00平米,12200
20241005,南山区,大学城,独栋·华润置地·有巢公寓,万科云城店,32.00平米,2819-2904
20241005,南山区,大学城,整租·水木丹华,3室2厅,89.00平米,9000
20241005,南山区,大学城,独栋·华润置地·有巢公寓,TCL国际E城店,32.00平米,2819-2990
20241005,南山区,大学城,整租·深铁阅山境花园,3室2厅,100.00平米,9600
20241005,南山区,大学城,独栋·华润置地·有巢公寓,万科云城二店,25.00平米,2648-2811
20241005,南山区,大学城,整租·鼎胜金域世家,3室2厅,89.00平米,9500
20241005,南山区,大学城,独栋·华润置地·有巢公寓,留仙洞店,34.00-36.00平米,2904-3011
20241005,南山区,大学城,独栋·华润置地·有巢公寓,TCL国际E城店,35.00平米,2819-3075
20241005,南山区,大学城,独栋·华润置地·有巢公寓,万科云城店,23.00平米,2392-2477
20241005,南山区,大学城,独栋·华润置地·有巢公寓,西丽店,27.00-28.00平米,2700-2734
20241005,南山区,大学城,独栋·华润置地·有巢公寓,TCL国际E城店,33.00-35.00平米,2819-3246
20241005,南山区,大学城,独栋·华润置地·有巢公寓,TCL国际E城店,27.00平米,2562-2734
